name,number,rarity,url,name_detail,element,hp,defense,crafting_speed,melee_attack,shot_attack,price,stamina,support,running_speed,sprinting_speed,slow_walk_speed,work_suitability,partner_skill,passive_skills,active_skills,possible_drops
Omascul,133,Common,https://palworld.gg/pal/omascul,Omascul,Dark,95,100,100,100,105,5820,100,100,400,520,40,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Masquerade Dance
While in team, the Pals in the team gain more experience points.",,"Dark Ball
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 1000
Unleashes a sphere of darkness 
that slowly tracks down an enemy.
Umbral Surge
- Lv 7
Power:
40
Cooldown:
2
Range:
500 - 5000
Fires high-speed dark orbs in a fan shape, 
spreading as they travel.
Dark Cannon
- Lv 15
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Shadow Burst
- Lv 22
Power:
55
Cooldown:
10
Range:
0 - 300
Quickly discharges dark energy,
damaging those around it.
Nightmare Ball
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of darkness
and hurls it at an enemy.
Soul Drain
- Lv 40
Power:
100
Cooldown:
30
Range:
0 - 5000
MysteryMasks exclusive skill.
Suddenly appears near the enemy, firmly restraining them with its arms, 
and absorbs the HP of the restrained enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Dark Fragment 1 - 2 100%
Orserk,106,Epic,https://palworld.gg/pal/orserk,Orserk,Electricity,100,100,100,100,130,8320,100,100,900,1200,100,Gathering; Cooling; Deforesting; Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering,"Ferocious Thunder Dragon
While fighting together, COMMON_ELEMENT_NAME_Water Pals drop more items when defeated.","Lord of Lightning
Rank 3
20% increase in Lightning attack damage.","Kerauno
- Lv 1
Power:
100
Cooldown:
30
Range:
0 - 9999
ThunderDragonMan's exclusive skill.
Summons a spear of lightning while leaping into the air
before throwing it at an enemy.
Lightning Strike
- Lv 7
Power:
120
Cooldown:
40
Range:
0 - 500
Acts as a lightning rod, calling down thunderbolts
that electrocute the surrounding area.
Spark Blast
- Lv 15
Power:
30
Cooldown:
2
Range:
500 - 5000
Releases lightning orbs in a fan shape, 
spreading as they travel.
Draconic Breath
- Lv 22
Power:
70
Cooldown:
15
Range:
500 - 1500
Exhales breath imbued with draconic energy,
dealing continuous damage to those in front of it.
Lightning Streak
- Lv 30
Power:
75
Cooldown:
16
Range:
500 - 2000
Generates a lightning bolt 
that moves forward in a line.
Tri-Lightning
- Lv 40
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates lightning that strikes
an enemy three times from above.
Lightning Bolt
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 3000
Charges electric energy before
blasting enemies with a powerful shock.
Polykeraunos
- Lv 55
Power:
180
Cooldown:
50
Range:
0 - 9999
Orserk's exclusive skill.
Summons numerous thunder spears and hurls them at the enemy.
The first spear is imbued with the power of lightning and explodes after a few seconds.",(hover over item to see description) Item Amount Rate Electric Organ 1 - 2 100%
Paladius,108,Legendary,https://palworld.gg/pal/paladius,Paladius,Normal,130,145,100,110,120,8810,400,100,800,1800,50,Gathering; Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering,"Holy Knight of the Firmament
Can be ridden.
Can triple jump while mounted.","Legend
Rank 4
Attack +20%
Defense +20%
Movement Speed increases 15%
Celestial Emperor
Rank 3
20% increase in Neutral attack damage.","Power Shot
- Lv 1
Power:
35
Cooldown:
4
Range:
600 - 3000
Charges energy
into a focused blast.
Ice Missile
- Lv 7
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Iceberg
- Lv 15
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Power Bomb
- Lv 22
Power:
70
Cooldown:
15
Range:
1000 - 9999
Charges a massive amount of energy
before firing a large destructive ball.
Blizzard Spike
- Lv 30
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Spear Thrust
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 2500
SaintCentaur' exclusive skill.
Charges forward while enveloped in holy power with its spear thrust ahead.
The shield in its other hand blocks all attacks during the charge.
Pal Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges destructive energy before firing
a high-powered beam forward across a wide area.
Absolute Frost
- Lv 55
Power:
140
Cooldown:
50
Range:
100 - 3000
Throws icicles in a wide area from under the enemy's feet.
Holy Burst
- Lv 60
Power:
120
Cooldown:
30
Range:
0 - 9999
Creates a wide explosion of light
at the enemy's location and around it.",(hover over item to see description) Item Amount Rate Pal Metal Ingot 10 - 10 100% Diamond 1 - 1 100%
Palumba,144,Common,https://palworld.gg/pal/palumba,Palumba,Leaf,105,115,100,100,110,5850,180,100,550,1000,150,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork; Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting (Lv); Transporting; Watering,"Samba Step
Can be ridden. 
Runs faster over grass.",,"Seed Machine Gun
- Lv 1
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Seed Mine
- Lv 7
Power:
65
Cooldown:
13
Range:
800 - 9999
Launches a deadly seed.
If it hits an enemy, the seed explodes.
Grass Tornado
- Lv 15
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Wind Edge
- Lv 22
Power:
90
Cooldown:
22
Range:
500 - 5000
Launches sharp blades of air that fan out.
Dash Kick
- Lv 30
Power:
125
Cooldown:
28
Range:
0 - 3000
TropicalOstrich's exclusive skill. 
Dashes to build up speed, then launches a devastating airborne kick at its target.
Reflect Leaf
- Lv 40
Power:
130
Cooldown:
42
Range:
500 - 4000
Launches a blade of wind that rebounds off enemies or trees, striking repeatedly.
Can ricochet up to four times.
Crosswind
- Lv 50
Power:
140
Cooldown:
45
Range:
0 - 5000
Conjures blades of wind in front of the enemy, converging to deliver a cutting cross attack.",(hover over item to see description) Item Amount Rate Bone 1 - 1 100%
Pengullet,10,Common,https://palworld.gg/pal/pengullet,Pengullet,Ice,70,70,100,70,75,1080,100,100,500,650,30,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Pengullet Launcher
When activated, the player equips a Launcher_Default
and fires Penguin as ammunition.
Penguin explodes on contact and is incapacitated.",,"Ice Missile
- Lv 1
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Hydro Jet
- Lv 7
Power:
30
Cooldown:
2
Range:
500 - 5000
Hurls a high speed ball of water
at an enemy.
Aqua Gun
- Lv 15
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Icicle Cutter
- Lv 22
Power:
55
Cooldown:
10
Range:
500 - 4000
Creates a crescent blade of ice
and hurls it forward.
Iceberg
- Lv 30
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Blizzard Spike
- Lv 40
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Ice Organ 1 - 2 100% Pal Fluids 1 - 1 100%
Pengullet Lux,10,Common,https://palworld.gg/pal/pengullet-lux,Pengullet Lux,Electricity,70,70,100,100,80,1290,100,100,500,650,30,Gathering; Cooling; Deforesting; Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Pengullet Lux Launcher
When activated, the player equips a Launcher_Default 
and fires Penguin_Electric as ammunition. 
Penguin_Electric explodes on contact and is incapacitated.",,"Thunder Spear
- Lv 1
Power:
30
Cooldown:
2
Range:
0 - 4000
Fires a high-speed lightning spear
straight ahead towards the enemy.
Electric Ball
- Lv 7
Power:
50
Cooldown:
9
Range:
500 - 2500
Fires an electric ball
that slowly pursues an enemy.
Bubble Blast
- Lv 15
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Splash
- Lv 22
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates a column of water that travels in a straight line.
Aqua Burst
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
TriSpark
- Lv 40
Power:
110
Cooldown:
35
Range:
300 - 3000
A high-speed lightning ball that flies in a straight line.
Simultaneously fires slow lightning balls that track the enemy.
Lightning Strike
- Lv 50
Power:
120
Cooldown:
40
Range:
0 - 500
Acts as a lightning rod, calling down thunderbolts
that electrocute the surrounding area.",(hover over item to see description) Item Amount Rate Electric Organ 1 - 2 100% Pal Fluids 1 - 1 100%
Penking,11,Rare,https://palworld.gg/pal/penking,Penking,Ice,95,95,100,70,95,5410,100,100,450,600,50,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Brave Sailor
While fighting together, COMMON_ELEMENT_NAME_Fire Pals drop more items when defeated.",,"Aqua Gun
- Lv 1
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Iceberg
- Lv 7
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Emperor Slide
- Lv 15
Power:
70
Cooldown:
10
Range:
500 - 3000
CaptainPenguin's exclusive skill.
Lies on its belly while generating frozen air all around it
before sliding at enemies at high speed.
Crystal Breath
- Lv 22
Power:
90
Cooldown:
22
Range:
100 - 1000
Enshrouds an enemy in a frigid blast of air,
dealing continuous damage.
Aqua Burst
- Lv 30
Power:
100
Cooldown:
30
Range:
1000 - 9999
Creates a giant ball of water
and hurls it at an enemy.
Blizzard Spike
- Lv 40
Power:
130
Cooldown:
45
Range:
1000 - 9999
Creates a giant lump of ice and hurls it at an enemy.
It deals damage to those in the surrounding area upon impact.
Hydro Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Shoots pressurized water at extreme velocities,
sweeping over a wide area in front of it.",(hover over item to see description) Item Amount Rate Ice Organ 1 - 3 100% Penking Plume 1 - 1 50%
Penking Lux,11,Rare,https://palworld.gg/pal/penking-lux,Penking Lux,Electricity,100,100,100,100,100,6490,100,100,450,600,50,Gathering; Cooling; Deforesting; Kindling; Generating Electricity (Lv); Handiwork (Lv); Mining (Lv); Farming; Oil Extracting; Medicine Production; Planting; Transporting (Lv); Watering (Lv),"Unyielding Storm Commander
While fighting together, COMMON_ELEMENT_NAME_Water Pals drop more items when defeated.",,"Thunder Spear
- Lv 1
Power:
30
Cooldown:
2
Range:
0 - 4000
Fires a high-speed lightning spear
straight ahead towards the enemy.
Plasma Funnel
- Lv 7
Power:
65
Cooldown:
13
Range:
500 - 9999
Creates two balls of electric energy
that fire numerous lightning orbs at enemies.
Bubble Blast
- Lv 15
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
TriSpark
- Lv 22
Power:
110
Cooldown:
35
Range:
300 - 3000
A high-speed lightning ball that flies in a straight line.
Simultaneously fires slow lightning balls that track the enemy.
Thunderslide
- Lv 30
Power:
145
Cooldown:
35
Range:
500 - 3000
CaptainPenguin_Black's exclusive skill.
Lies on its belly while generating electric charge all around it
before sliding at enemies at high speed.
Aqua Surge
- Lv 40
Power:
160
Cooldown:
56
Range:
0 - 5000
Generates waves that surge around the enemy from all sides. 
They converge and explode at the center, erupting into a column of water.
Thunderstorm
- Lv 50
Power:
160
Cooldown:
60
Range:
0 - 5000
Generates a huge tornado of lightning
that moves slowly towards the enemy.",(hover over item to see description) Item Amount Rate Electric Organ 1 - 3 100% Penking Plume 1 - 1 50%
Petallia,87,Epic,https://palworld.gg/pal/petallia,Petallia,Leaf,100,100,100,100,95,3590,100,100,550,700,100,Gathering (Lv); Cooling; Deforesting; Kindling; Generating Electricity; Handiwork (Lv); Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting (Lv); Transporting (Lv); Watering,"Blessing of the Flower Spirit
When activated,
uses medicinal flowers to restore the player's Health.",,"Wind Cutter
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 5000
Fires a high speed blade of wind
that flies straight at an enemy.
Aqua Gun
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Seed Machine Gun
- Lv 15
Power:
50
Cooldown:
9
Range:
0 - 300
Fires a volley of hard seeds
at enemies in front of it.
Bubble Blast
- Lv 22
Power:
65
Cooldown:
13
Range:
1000 - 3500
Fires numerous bubbles
that slowly pursue an enemy.
Grass Tornado
- Lv 30
Power:
80
Cooldown:
18
Range:
700 - 3000
Generates two tornadoes on either side 
before launching them at an enemy.
Spine Vine
- Lv 40
Power:
95
Cooldown:
25
Range:
500 - 9999
Generates spiny thorns that chase an enemy
along the ground, piercing them from below.
Solar Blast
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges solar energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Beautiful Flower 2 - 3 100%
Polapup,147,Rare,https://palworld.gg/pal/polapup,Polapup,Ice,95,105,100,100,105,2130,120,100,250,375,20,Gathering; Cooling (Lv); Deforesting; Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production; Planting; Transporting; Watering (Lv),"Rider of the Snowy Mountain
Can be ridden. 
Can slide quickly down slopes.",,"Ice Missile
- Lv 1
Power:
30
Cooldown:
3
Range:
800 - 3000
Creates ice lances in the air
that fly towards enemies.
Aqua Gun
- Lv 7
Power:
40
Cooldown:
4
Range:
500 - 5000
Hurls a ball of water
straight at an enemy.
Iceberg
- Lv 15
Power:
70
Cooldown:
15
Range:
100 - 9999
Summons a sharp ice lance
under an enemy.
Splash
- Lv 22
Power:
90
Cooldown:
22
Range:
0 - 9999
Generates a column of water that travels in a straight line.
Freeze Wall
- Lv 30
Power:
100
Cooldown:
30
Range:
0 - 5000
Creates a wall of ice that rises from the ground.
The ice wall remains standing for a while,
and breaks after taking enough damage.
Icicle Line
- Lv 40
Power:
120
Cooldown:
40
Range:
0 - 2500
Generates pillars of ice that move in a straight line in three directions.
Aqua Surge
- Lv 50
Power:
160
Cooldown:
56
Range:
0 - 5000
Generates waves that surge around the enemy from all sides. 
They converge and explode at the center, erupting into a column of water.",(hover over item to see description) Item Amount Rate Ice Organ 1 - 3 100%
Prixter,119,Rare,https://palworld.gg/pal/prixter,Prixter,Earth,90,90,100,100,110,3939,100,100,720,,90,Gathering (Lv); Cooling; Deforesting (Lv); Kindling; Generating Electricity; Handiwork; Mining; Farming; Oil Extracting; Medicine Production (Lv); Planting; Transporting; Watering,"Scorpion Sonar
When activated, it can analyze airborne particles and find a dungeon's exit.",,"Poison Blast
- Lv 1
Power:
30
Cooldown:
2
Range:
500 - 3000
Hurls poison sludge
at an enemy.
Dark Cannon
- Lv 7
Power:
50
Cooldown:
2
Range:
500 - 5000
Hurls an energy ball imbued
with dark energy at an enemy.
Stone Blast
- Lv 15
Power:
55
Cooldown:
10
Range:
500 - 4000
Fires a barrage of stones forward.
Sand Tornado
- Lv 22
Power:
80
Cooldown:
18
Range:
100 - 3000
Generates two sand tornadoes on either side
before launching them at an enemy.
- Lv 30
Power:
110
Cooldown:
24
Range:
0 - 3000
Rock Lance
- Lv 40
Power:
150
Cooldown:
55
Range:
100 - 9999
Generates a sharp rock spear
under an enemy.
Dark Laser
- Lv 50
Power:
150
Cooldown:
55
Range:
500 - 1800
Charges dark energy before
blasting enemies with a powerful beam.",(hover over item to see description) Item Amount Rate Venom Gland 4 - 5 100%
